"","X","Gene","Yap_2021","Tyssowski_2018","Hrvatin_2018","n_Yap_methods","na_sums"
"1780",1780,"Gm39576","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1781",1781,"9230113P08Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1782",1782,"Gm34455","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1783",1783,"Sp9","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1784",1784,"Pax3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1785",1785,"Mir6371","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1786",1786,"Igflr1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1787",1787,"Eif4enif1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1788",1788,"Pcdhac2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1789",1789,"1700016G22Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1790",1790,"Neurod6","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1791",1791,"Mtpap","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1792",1792,"Gm35623","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1793",1793,"Klf9","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1794",1794,"Psma3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1795",1795,"Gm32758","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1796",1796,"Pkig","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1797",1797,"Rslcan18","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1798",1798,"Mcur1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1799",1799,"Gm32322","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1800",1800,"Gm38808","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1801",1801,"Gm16537","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1802",1802,"Gm34343","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1803",1803,"Gm32051","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1804",1804,"Gm36107","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1805",1805,"Syn1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1806",1806,"Mafk","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,"V1 scRNAseq_PRGs (TF)",1,2
"1807",1807,"Mgrn1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1808",1808,"LOC108168356","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1809",1809,"Gm35525","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1810",1810,"Gm14167","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1811",1811,"LOC105247329","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1812",1812,"LOC108168909","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1813",1813,"Tefm","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1814",1814,"Gm31385","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1815",1815,"D430036J16Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1816",1816,"Decr1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1817",1817,"4930596I21Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1818",1818,"Gm11559","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1819",1819,"9130019P16Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1820",1820,"Mir1950","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1821",1821,"Fkbp1a","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1822",1822,"Sorcs1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1823",1823,"Pla2g3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1824",1824,"Gm1587","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1825",1825,"2900079G21Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1826",1826,"S100b","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1827",1827,"Gm39224","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1828",1828,"Gm34056","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1829",1829,"Gm31370","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1830",1830,"Gm32459","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1831",1831,"Gm40743","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1832",1832,"AI839979","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1833",1833,"Trappc3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1834",1834,"Dusp19","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1835",1835,"Lekr1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1836",1836,"9230104L09Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1837",1837,"A230020J21Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1838",1838,"LOC108169157","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1839",1839,"Gm20063","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1840",1840,"Cstl1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1841",1841,"Gm33514","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1842",1842,"8430408G22Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1843",1843,"Polr1e","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1844",1844,"Tagap1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1845",1845,"Mir181b-1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1846",1846,"Gm34581","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1847",1847,"Ddrgk1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1848",1848,"Ccdc148","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1849",1849,"Mir8120","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1850",1850,"Gm39484","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1851",1851,"LOC108168983","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1852",1852,"Zkscan6","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1853",1853,"Itpa","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1854",1854,"Gm36263","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1855",1855,"Prss16","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1856",1856,"Npff","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1857",1857,"LOC108169132","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1858",1858,"Gm41558","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1859",1859,"Mir181a-1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1860",1860,"Gm33624","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1861",1861,"Gm30810","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1862",1862,"Gm38670","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1863",1863,"Gm33936","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1864",1864,"Mir133c","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1865",1865,"Mir145a","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1866",1866,"Gm34116","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1867",1867,"Mir1952","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1868",1868,"Trhr2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1869",1869,"1700036G14Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1870",1870,"Gm31734","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1871",1871,"Ppp1r11","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1872",1872,"A530006G24Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1873",1873,"LOC108167757","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1874",1874,"Gm40781","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1875",1875,"Gm30723","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1876",1876,"Alg9","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1877",1877,"Mad2l1bp","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1878",1878,"Gm31707","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1879",1879,"5430416N02Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1880",1880,"Gm39448","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1881",1881,"Nrde2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1882",1882,"Wipf3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1883",1883,"Gm36243","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1884",1884,"Stx3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1885",1885,"Six1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1886",1886,"Rsph3b","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1887",1887,"Gm38476","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1888",1888,"Card14","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1889",1889,"LOC108167591","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1890",1890,"Gm39017","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1891",1891,"Lyrm7os","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1892",1892,"Proser3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1893",1893,"Tomm70a","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1894",1894,"Metap2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1895",1895,"Gm41171","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1896",1896,"Gm38782","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1897",1897,"Gm12436","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1898",1898,"Gm31530","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1899",1899,"Sfi1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1900",1900,"Gm33596","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1901",1901,"Ppie","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1902",1902,"Sowahb","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA","in situ sustained depol_SRGs",NA,1,2
"1903",1903,"Gm34847","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1904",1904,"Srsf9","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1905",1905,"Gm34358","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1906",1906,"Gm41297","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1907",1907,"Lpar1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,"V1 scRNAseq_PRGs",1,2
"1908",1908,"Rab6a","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1909",1909,"Gm35614","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1910",1910,"Mir770","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1911",1911,"Gm34484","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1912",1912,"Gm41029","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1913",1913,"Gm36863","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1914",1914,"Gm30791","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1915",1915,"Krtap4-16","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1916",1916,"LOC108168339","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1917",1917,"1810007C17Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1918",1918,"Bre","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1919",1919,"Gm35554","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1920",1920,"Tbc1d22a","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1921",1921,"Gm35171","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1922",1922,"Mlh3","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1923",1923,"Gm36607","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1924",1924,"Smap1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1925",1925,"Gm35464","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1926",1926,"Gm39908","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1927",1927,"Otx1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1928",1928,"Gm42089","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1929",1929,"Rbks","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1930",1930,"Mrpl48","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1931",1931,"Vdac1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1932",1932,"Gm39168","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1933",1933,"Gm39166","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1934",1934,"Gm30759","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1935",1935,"Chrna1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1936",1936,"Gm38626","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1937",1937,"Pmfbp1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1938",1938,"Gm31601","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1939",1939,"Gm40827","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1940",1940,"Rtn4rl1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1941",1941,"Gm30120","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1942",1942,"Ap5m1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1943",1943,"Brca1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1944",1944,"1110002J07Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1945",1945,"Gm39698","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1946",1946,"Gm36767","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1947",1947,"4930525C09Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1948",1948,"Ppp2r3a","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1949",1949,"Gm3837","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1950",1950,"Gm38766","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1951",1951,"Gm35295","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1952",1952,"Gm39391","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1953",1953,"LOC108168026","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1954",1954,"Nbr1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1955",1955,"Mir143","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1956",1956,"Cd109","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA","in situ sustained depol_SRGs",NA,1,2
"1957",1957,"Lrp11","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1958",1958,"Gm39084","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1959",1959,"Mir7038","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1960",1960,"Gm40554","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1961",1961,"LOC108168294","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1962",1962,"Lao1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1963",1963,"Tcf7l2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1964",1964,"Gm36840","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1965",1965,"Klhl2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,"V1 scRNAseq_SRGs",1,2
"1966",1966,"Dync1i1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1967",1967,"Gm42356","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1968",1968,"Gm10914","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1969",1969,"Tagap","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1970",1970,"Dlx6os1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1971",1971,"Gm34648","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1972",1972,"Gm10791","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1973",1973,"1700110K17Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1974",1974,"Gm34907","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1975",1975,"Mir6910","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1976",1976,"Ywhaz","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1977",1977,"Gm33447","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1978",1978,"Gm34718","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1979",1979,"Emc4","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1980",1980,"Gm41616","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1981",1981,"Serinc2","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1982",1982,"D330050G23Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1983",1983,"1700012D16Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1984",1984,"1700006H20Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1985",1985,"Mir710","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1986",1986,"1700020N01Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1987",1987,"Xcl1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1988",1988,"3200001D21Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1989",1989,"Gm39843","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1990",1990,"4931408D14Rik","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1991",1991,"Exoc4","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1992",1992,"Gm41059","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1993",1993,"Adck1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1994",1994,"Atox1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1995",1995,"Trmt61a","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1996",1996,"Gm6498","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1997",1997,"Rps19bp1","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1998",1998,"Gzmg","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"1999",1999,"Gm39474","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2000",2000,"Gm38885","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
"2001",2001,"15-Sep","CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,1,1
